Латвия, Special Services;3712, 3712018, 3712089, 3712090, 3712091, 3712095, 3712096, 3712097, 3712098, 3712099, 3712270, 3712274, 3712278, 3712279, 3712285, 3712290, 3712292, 3712298, 371230, 371231, 371232, 371233, 371234, 3712360, 3712361, 3712362, 3712370, 3712375, 3712400, 3712412, 3712414, 3712445, 3712446, 3712447, 3712448, 3712456, 3712457, 3712474, 3712499, 3712500, 3712501, 3712502, 3712505, 3712506, 3712508, 371272, 3712769, 371279, 3712802, 3712840, 3712850, 3712859, 3712900, 3712901, 3712903, 3712904, 3712906, 3712907, 37162000, 37162208, 37163067, 37163517, 37164698, 37164922, 37165153, 37165158, 37165159, 37165418, 37165525, 37165581, 37165779, 37165838, 37166242, 3716627, 37166272, 3716628, 3716629, 3716630, 3716631, 37166436, 37166439, 37166440, 37166441, 37166442, 37166443, 37167858, 37168255, 37168488, 37168501, 37168502, 37168504, 37168509, 37168510, 37168516, 37168519, 37168521, 37168535, 37168700, 3716888, 37168899, 37168904, 37168905, 3716891, 3716900, 37178, 37180021, 37180400, 37180401, 37180402, 37180403, 37180404, 37180405, 37180407, 3718060, 37180900, 37181, 37190;31,7394
Лесото;266;31,9
Либерия;231;31,9
Либерия, мобильные;2317, 2315, 2314, 23199, 2316, 23188;31,9
Ливан;961;13,2
Ливан, мобильные;9613, 96170, 96171, 961760, 961761, 961763, 961764, 961765, 961766, 961767, 961768, 961769, 961788, 961789, 961791, 961793, 96181;13,2
Ливия;218;31,9
Ливия, мобильные;21891, 21892, 21894, 21895, 21896, 21899;31,9
Литва;370;9,34395
Литва, Special Services;370700, 37031331, 37031335, 37034379, 370372, 370373, 37037783, 37038921, 37038929, 37041200, 37041202, 37041375, 37041376, 37041431, 37041721, 37041751, 37042521, 37042522, 37045485, 37045540, 37046203, 37046364, 37046450, 37046467, 37052068, 37052082, 37052090, 37052172, 37052173, 3705219, 3705252, 3705253, 3705265, 37066103, 37066185, 37066186, 37066187, 37066310, 37066313, 37066314, 37066315, 37066316, 37066317, 37066318, 37066319, 37066320, 37066321, 37066323, 37066324, 37066325, 37066326, 37066327, 37066328, 37066329, 37066340, 37066400, 37066450, 37066535, 37066727, 37066740, 37066810, 37066815, 37066816, 37066819, 37066878, 37066912, 37069119, 37069120, 37069123, 37069745, 37069750, 37069796, 37069797;32,49015
Литва, мобильные;37063, 370640, 370641, 370642, 370643, 370644, 370649, 37065, 370660, 370661, 370666, 370667, 370669, 370681, 370685, 370689, 370690, 370691, 37069742, 37069743, 37060, 370645, 370646, 370647, 370648, 3706680, 37066839, 37066840, 37066841, 37066842, 3706686, 37067, 370683, 370684, 37061, 37062, 370662, 370663, 37066478, 37066479, 37066480, 37066481, 37066482, 37066483, 37066484, 37066485, 37066486, 37066487, 37066512, 37066513, 37066514, 37066515, 37066516, 37066517, 37066518, 37066519, 37066520, 37066521, 370680, 370682, 370686, 370687, 370688, 370692, 370693, 370694, 370695, 370696, 370697, 370698;23,34255
Литва, Моб., Others;3706;23,78145
Литва, Personal numbers;3707, 3708, 3709;46,4541
Лихтенштейн;423;8,25
Лихтенштейн, мобильные;4236, 4237;13,2
Лихтенштейн, Special Services;4238, 4239;13,2
Люксембург;352;12,4047
Люксембург, мобильные;3526;13,2
Маврикий;230;31,9
Мавритания;222;44,34045
Мадагаскар;261;38,1843
Мадагаскар, мобильные;2612002, 26122, 26132, 26130, 26131, 26133, 26134;41,6955
Макао;853, 8536;13,2
Македония;389;10,47585
Македония, мобильные;3897;22,64955
Малави;265;31,9
Малайзия;60;13,2
Малайзия, мобильные;601;13,2
Мали;223;31,9
Мали, мобильные;2237, 22382, 22383, 22390, 22391, 22392, 22393, 22394, 22395, 2236, 22389, 22396, 22397, 22398, 22399;31,9
Мальдивы;960;54,8163
Мальдивы, мобильные;9607, 9609;53,25705
Мальта;356;9,71355
Мальта, мобильные;3567, 3569;18,69945
Мальта, Special Services;35640005;26,80755
Марокко;212;31,9
Марокко, мобильные;2125, 2126, 2127, 212892;31,9
Мартиника;596;22
Маршалловы о-ва;692;31,9
Мексика;52;22
Микронезия;691;31,9
Мозамбик;258;31,9
Мозамбик, мобильные;25882, 25883, 25886, 25887, 25884, 25885;31,9
Молдова;373;23,1
Молдова, Premium;37330, 37338, 373900, 373905, 373906;19,41555
Молдова, мобильные;37376, 37378, 37379, 37367, 3736;19,41555
Молдова, Voxtel;37360, 37361, 373620, 373621, 37368, 37369;17,6
Молдова, Приднестровье;37321, 3735;17,6
Молдова, Приднестровье, Моб.;37377;17,6
Монако;377;8,25
Монако, мобильные;3774;27,0732
Монако, Альтернативные сети;3773, 3776;18,0873
Монголия;976;13,2
Монголия, мобильные;97650, 97655, 97656, 97658, 97686, 97688, 97689, 9769;13,2
Монтсеррат;1664;22
Мьянма;95;16,6089
Мьянма, мобильные;959;16,6089
Нагорный Карабах (по коду 374);37447;17,6
Нагорный Карабах, мобильные;37497;17,6
Намибия;264;31,9
Намибия, мобильные;26460, 26481, 26482, 26485, 26483;31,9
Науру;674;81,90105
Непал;977;13,2
Непал, мобильные;977980, 977981, 977982, 977984, 977985, 977986, 97798, 977960, 977961, 977963, 977972, 977974, 977975;13,2
Нигер;227, 2271;31,9
Нигер, мобильные;22780, 22789, 2279;31,9
Нигерия;234;31,9
Нигерия, мобильные;23470, 23480, 23481, 23490;31,9
Нидерландские Антильские о-ва;599;22
Нидерланды;31;16,2162
Нидерланды, мобильные;31610, 31612, 31613, 31620, 31622, 31623, 31630, 31651, 31653, 31657, 316587, 316588, 316589, 31665, 31682, 31683, 3197002, 3197003, 3197011, 3197012, 3197013, 3197016, 3197017, 3197018, 3197020, 3197021, 3197022, 316, 31970, 31636, 31640, 319708, 31616, 31617, 31619, 31626, 31633, 31644, 31645, 31647, 31649, 31614, 31618, 31624, 31628, 316320, 316321, 316322, 31634, 31638, 31639, 31641, 31642, 31643, 31648, 316560, 316561, 31681, 31970050, 31970051, 31970052, 31970053, 31970054, 31970230, 31970231, 31970232, 31970233, 31970234, 31611, 31615, 31621, 31625, 31627, 31629, 31631, 31646, 31650, 31652, 31654, 31655, 3197001, 3197004, 31970055, 31970056, 31970057, 31970058, 31970059, 31970140, 31970141, 31970142, 31970143, 31970144, 31970145, 31970146, 3197019, 31660, 31900, 31906, 31909;19,7043
Никарагуа;505;22
Никарагуа, мобильные;50555, 50557, 50558, 50575, 50576, 50577, 50578, 5058;22
Ниуэ;683;81,87795
Новая Зеландия;64;31,9
Новая Зеландия, мобильные;642;31,9
Новая Каледония;687;31,9
Норвегия;47;13,2
Норвегия, мобильные;474000, 474001, 474010, 474011, 474014, 47402, 47403, 474040, 474045, 474046, 474047, 474048, 474049, 474050, 474055, 474060, 474061, 474062, 474063, 474064, 474067, 474068, 47407, 474084, 474085, 474086, 474087, 474088, 474089, 474100, 474101, 474106, 474107, 474117, 474118, 474119, 47450, 47451, 47452, 474539, 47454, 474550, 474551, 474559, 474566, 474567, 474568, 474569, 474576, 474577, 474578, 474579, 474583, 474584, 474586, 474591, 474593, 474594, 47460, 47464, 474650, 474654, 474660, 474661, 474662, 474663, 474670, 474673, 474674, 474675, 474714, 474715, 474716, 474717, 474720, 474721, 474722, 474744, 474754, 474757, 474758, 474759, 474833, 474834, 474837, 474840, 474849, 474850, 474859, 474893, 475931, 475932, 47598, 47599, 479210, 479217, 47922, 479237, 47924, 479257, 47926, 479277, 47928, 479297, 47930, 479317, 47932, 479337, 47934, 479357, 47936, 479377, 47938, 479391, 479410, 479411, 479412, 47942, 479442, 479443, 479447, 479448, 479449, 479664, 479692, 47980, 479815, 479816, 479817, 479818, 479819, 47982, 479830, 479831, 479832, 479833, 479834, 479835, 479836, 479837, 47984, 479854, 47986, 479876, 47988, 479899, 479967, 479968, 474, 4758, 4759, 479, 47412, 47413, 474723, 474724, 474725, 474726, 474727, 474728, 474729, 47473, 474004, 474005, 474006, 474007, 474008, 474009, 474015, 474016, 474017, 474018, 474019, 474110, 474111, 474112, 474113, 474114, 474115, 474116, 47414, 47415, 47416, 47417, 474184, 474185, 474186, 474187, 474188, 474189, 474580, 474581, 474582, 474585, 474588, 474589, 474611, 474612, 474613, 474614, 474615, 474616, 474617, 474618, 474619, 474628, 474629, 474666, 474667, 47468, 474690, 474691, 474692, 474693, 474694, 474695, 474696, 474718, 474719, 474750, 474751, 47476, 474770, 474771, 474775, 474776, 474778, 47478, 474790, 474797, 474798, 474799, 47480, 47481, 47482, 474830, 474842, 47591, 47592, 47595, 47900, 47901, 47902, 479036, 479040, 479041, 479047, 47905, 47906, 47907, 47908, 47909, 479100, 47911, 479124, 47913, 47915, 47916, 47917, 47918, 479191, 479199, 479400, 479401, 479402, 479403, 479405, 47941, 479474, 479475, 479476, 479477, 479478, 479479, 47948, 479490, 479497, 479498, 47950, 47951, 47952, 479530, 479533, 479536, 47954, 479552, 479555, 47957, 47958, 47959, 479601, 479604, 479609, 479620, 479622, 479623, 479650, 479651, 479660, 479661, 479662, 479663, 479689, 479690, 479691, 47970, 47971, 479740, 479741, 479742, 479743, 479746, 479747, 479748, 479749, 47975, 47976, 47977, 479795, 479796, 479797, 479798, 479799, 479910, 479911, 479912, 479915, 479916, 47992, 47993, 47994, 47995, 47999;16,5
Норвегия, Special Services;470, 471, 47810, 47811, 47812, 47813, 47814, 47815, 4785, 47880;16,5
Норфолк о-в;6723;85,29675
ОАЭ;971;13,2
ОАЭ, мобильные;97152, 97155, 97158, 97150, 97154, 97156;13,2
Оман;968;13,2
Оман, мобильные;9681505, 9687, 9689;16,1238
Пакистан;92;13,2
Пакистан, мобильные;923;13,2
Палау;680;31,9
Палестина;970;13,2
Палестина, мобильные;97056, 97059;13,2
Панама;507;22
Панама, мобильные;5076;22
Папуа Новая Гвинея;675;64,27575
Парагвай;595;22
Парагвай, мобильные;5959;22
Перу;51;22
Польша;48;8,25
Польша, мобильные;4850, 4851, 485711, 485712, 485713, 485714, 48572, 48573, 48690, 487800, 487801, 4878029, 487805, 487806, 48786, 48789, 48797, 48798, 487990, 487996, 486995, 4872, 488811, 488844, 488845, 48532, 48538, 48539, 48600, 48602, 48604, 48606, 48608, 4866, 48692, 48694, 48696, 48698, 487272, 487273, 487281, 487282, 487283, 487284, 487285, 487286, 487287, 487288, 487289, 48734, 48735, 487361, 487362, 487363, 487364, 487365, 487366, 487803, 48784, 48787, 48788, 487951, 487952, 487953, 487954, 487955, 48880, 488810, 488818, 488819, 48882, 488833, 488838, 488841, 488842, 48886, 48888, 48889;13,2
Польша, Альтернативные сети;48450, 484590, 484593, 4845945, 48530, 48531, 48533, 48534, 48535, 48536, 48537, 48570, 48571, 48574, 48575, 48576, 48577, 48578, 485790, 4857940, 4857943, 4857944, 4857945, 4857951, 4857952, 4857954, 4857955, 4857956, 4857957, 4857959, 485796, 485798, 485799, 486666, 486900, 486907, 486908, 486909, 4869922, 4869960, 4869970, 4869979, 486998, 486999, 487208, 487290, 487291, 48730, 48731, 48732, 48733, 487360, 487367, 487368, 487369, 487373, 487374, 487375, 487376, 487377, 487378, 487379, 487390, 4873912, 4873913, 4873914, 487392, 4873930, 4873990, 4873997, 4873998, 4873999, 4878021, 4878022, 4878023, 4878024, 4878027, 4878028, 487804, 487807, 487808, 487809, 4878607, 4878608, 487861, 487862, 4879, 48881, 48883, 48884, 4845951, 4845952, 4845953, 4845954, 4845955, 4845956, 484598, 485366, 485791, 485792, 485793, 4857947, 4857949, 4857950, 485797, 48601, 48603, 48605, 48607, 48609, 48661, 48663, 48665, 48667, 48669, 48691, 48693, 48695, 48697, 48699, 48720, 48721, 48722, 48723, 48724, 48725, 48726, 487270, 487274, 487275, 487276, 487277, 487278, 487279, 487292, 487293, 487294, 487295, 487296, 4872971, 4872976, 4872991, 4872992, 4872993, 4872994, 4872995, 4872996, 4872997, 4872998, 4872999, 487370, 487371, 487372, 487393, 487394, 487395, 487396, 487397, 487398, 4873994, 4873995, 4873996, 4878020, 48781, 48782, 48783, 48785, 487860, 487895, 487896, 487897, 487898, 487899, 48885, 48887;13,2
Португалия;351, 35130;8,25
Португалия, мобильные;3516093, 3516393, 3516593, 3516693, 35193, 351169, 351189, 351609, 351639, 351659, 351669, 3519, 3516696, 351922, 351924, 351925, 351926, 351927, 35196;13,2
Португалия, Альтернативные сети;3516091, 3516391, 3516591, 3516691, 35191, 3519200, 3519201, 3519202, 3519203, 3519204, 3519205, 351921, 351929;13,2
Пуэрто-Рико;1787, 1939;22
Реюньон о-в;262;31,9
Руанда;250;31,9
Руанда, мобильные;25072, 25073, 25075, 25078;31,9
Румыния;40, 403, 4021;8,25
Румыния, мобильные;4076, 40784, 40785, 40786, 40787, 4077, 4072, 4073, 40799, 4074, 4075, 407, 40711, 4078;13,2
Румыния, Special Services;409;34,1187
Сальвадор;503;22
Сальвадор, мобильные;5037;22
Сан-Марино;378;8,25
Сан-Марино  Премиум;3785, 3787;51,744
Сан-Марино, мобильные;3786;13,9524
Сан-Томе и Принсипи;239;79,49865
Саудовская Аравия;966;13,2
Саудовская Аравия, мобильные;96654, 96656, 9665, 96650, 96653, 96655, 96658, 96659;13,2
Свазиленд;268;31,9
Святой Елены о-в;290;92,96595
Северные Марианские о-ва;1670;31,9
Сейшельские о-ва;248;40,48275
Сейшельские о-ва, мобильные;24827, 24828, 24825, 24826, 2485, 2487, 24898, 2484206, 24842710, 24896, 248971, 248999;43,57815
Сенегал;221;31,9
Сенегал, мобильные;22130, 22132, 22133, 22170, 22177, 22178, 2217, 22176;31,9
Сен-Пьер и Микелон о-в ;508;27,43125
Сент-Винсент и Гренадины;1784;22
Сент-Китс и Невис о-в;1869;22
Сент-Люсия о-в;1758;22
Сербия;381;9,94455
Сербия, Косово;38128, 38129, 38138, 38139;10,93785
Сербия, Альтернативные сети;3811051, 3811059, 3811141, 38111421, 3811149, 3811241, 3811249, 3811341, 3811349, 3811451, 3811459, 3811561, 3811569, 3811661, 3811669, 3811731, 3811739, 3811831, 3811839, 3811921, 3811929, 3812061, 3812069, 38121310, 381213810, 38121399, 3812281, 3812289, 38123051, 38123059, 3812361, 3812369, 3812421, 38124230, 38124231, 3812429, 3812531, 3812539, 3812621, 38126220, 3812629, 3812721, 3812729, 38129310, 3813081, 3813089, 3813161, 3813169, 3813189, 3813241, 3813249, 3813331, 3813339, 38134210, 3813429, 3813578, 3813579, 3813621, 3813629, 3813721, 3813729, 38139310, 38176;27,17715
Сербия, мобильные;38164, 38165, 38166, 38162, 38163, 38169, 38160, 38161, 381677, 381678, 38168;24,6015
Сингапур;65;13,2
Сингапур, мобильные;658, 659;13,2
Синт-Мартен;1721;22
Сирия;963;16,5627
Сирия, мобильные;9639;24,56685
Словакия;421;8,25
Словакия, мобильные;421901, 421902, 421903, 421904, 421909, 421910, 421911, 421912, 421914, 421940, 421944, 421947, 421948, 421949, 421905, 421906, 421907, 421908, 421915, 421916, 421917, 421918, 421919, 421945, 421950, 421951;13,2
Словакия, Premium;421650700, 42165080, 421650906, 421900;38,84265
Словения;386;13,5828
Словения, мобильные;38631, 38641, 38651, 3866555, 3866560, 38698, 38630, 38640, 38668, 386696, 386699, 38664, 38670, 38671;27,24645
Словения, Special Services;38643, 38649;31,2774
Соломоновы о-ва;677;60,27945
Сомали;252;34,06095
Спутниковая сеть Aeromobile;88299;439,09635
Спутниковая сеть Cubio;88240;376,9227
Спутниковая сеть DTAG;88228;333,3
Спутниковая сеть Ellipso;8812, 8813;333,3
Спутниковая сеть Emsat;88213;333,3
Спутниковая сеть Global Networks;88234;333,3
Спутниковая сеть Global Star;8818, 8819;333,3
Спутниковая сеть Inmarsat;870;394,5018
Спутниковая сеть Inmarsat - BGAN HCD;87078;357,34545
Спутниковая сеть Inmarsat - Aero;8705;333,3
Спутниковая сеть Inmarsat - B;8703;333,3
Спутниковая сеть Inmarsat - B HSD;87039;491,76435
Спутниковая сеть Inmarsat - BGAN;87077;333,3
Спутниковая сеть Inmarsat - M;8706;333,3
Спутниковая сеть Inmarsat - M4 HSD;87060;415,9848
Спутниковая сеть Inmarsat - Mini M;87076;333,3
Спутниковая сеть Iridium;8816, 8817;333,3
Спутниковая сеть МСР;88232;333,3
Спутниковая сеть Onair;88298;333,3
Спутниковая сеть Oration;88233;333,3
Спутниковая сеть Seanet;88242;333,3
Спутниковая сеть Thuraya;88216;333,3
Спутниковая сеть Vodafone M2M Malta;88239;333,3
Судан;249;31,9
Судан, мобильные;2499;31,9
Суринам;597;22
США;1, 1907, 1808;7,7
Сьерра-Леоне;232;31,9
Таджикистан;992, 99241;17,6
Таджикистан, Душанбе;992372;17,6
Таджикистан, мобильные;99250, 99270, 99277, 99292, 99293;17,6
Таджикистан, Альтернативные сети;99244, 99247, 99248, 992918, 99294, 99298, 9929, 992911, 992915, 992917, 992919, 99295, 99200, 99255, 99288, 99290;17,6
Тайвань;886;13,2
Тайвань, мобильные;8869;13,2
Таиланд;66, 666;13,2
Таиланд, мобильные;668, 669;13,2
Танзания;255;31,9
Танзания, мобильные;2556, 2557;31,9
Тимор вост.;670;32,5017
Того;228;31,9
Токелау;690;70,686
Тонга;676;70,686
Тринидад и Тобаго;1868;22
Тувалу;688;77,5929
Тунис;216;50,90085
Тунис, мобильные;2165, 2162, 21646, 21640, 21641, 21642, 21643, 21644, 216797, 2169;50,6121
Туркменистан;993, 99312;17,6
Туркменистан, мобильные;9936;17,6
Туркс и Кайкос о-ва;1649;22
Турция;90, 90212, 90216, 90392;8,25
Турция, мобильные;9050, 9055, 905428, 9054698, 9054699, 905488, 905338, 905, 9054, 9053;13,2
Уганда;256;31,9
Уганда, мобильные;25632, 25639, 25677, 25678, 256204, 25673, 25679, 256477, 2567;31,9
Узбекистан;998, 9986, 9987, 998711, 998712, 998713;17,6
Узбекистан, мобильные;99893, 99894, 9989, 99897, 99890, 99891, 99895, 99899;17,6
Украина;380, 380562, 3805637, 380567, 38062, 380572, 380573, 380577, 38044, 38064, 380322, 38039, 380482, 380487, 3808929;17,6
Украина, мобильные;38067, 38068, 38096, 38097, 38098, 38071, 38072, 38050, 38066, 38095, 38099;17,6
Украина, Premium;38094;17,6
Украина, Альтернативные сети;38063, 38073, 38093, 38092, 38091;17,6
Уоллес и Футуна о-ва;681;44,0517
Уругвай;598;22
Уругвай, мобильные;5989;22
Фарерские о-ва;298;8,25
Фиджи;679;31,9
Филиппины;63;13,2
Филиппины, мобильные;63813, 63817, 639;13,2
Финляндия;358;22,2222
Финляндия, Premium;35810, 35820, 35829, 35830, 35839, 35860, 35870, 35873, 35875, 35876, 358800, 3584570, 3584573, 3584575, 3584, 35871;22,2222
Финляндия, мобильные;358451, 358452, 358453, 358456, 358458, 35846, 35850, 35841, 3584320, 3584321, 358436, 358438, 35844, 3584541, 3584547, 3584574, 3584576, 3584577, 3584578, 3584579, 3584944;22,2222
Финляндия, мобильные Premium;35840, 35842;22,2222
Фолклендские о-ва;500;101,16645
Франция;33;8,25
Франция, мобильные;336003, 3360042, 336009, 336055, 336056, 336057, 336058, 336059, 33650, 33658, 33659, 33660, 33661, 33662, 33663, 33664, 33665, 33666, 33667, 33668, 336690, 336691, 336692, 336693, 336694, 336695, 336696, 336697, 336699, 33698, 33699, 33700003, 337510, 337511, 337512, 337513, 337514, 337515, 337518, 337519, 337521, 337522, 337523, 337524, 337525, 337527, 337528, 337529, 33753, 337540, 337541, 337542, 337544, 337545, 337550, 337551, 337552, 337553, 337554, 337557, 337558, 337559, 33758, 33760, 33761, 33762, 33763, 33764, 33765, 337807, 337808, 336000, 336006, 33651, 33652, 33695, 33749, 33766, 33767, 33768, 33769, 337757, 33781, 33782, 33783, 336001, 3360041, 3360051, 336008, 336020, 336021, 33607, 33608, 33630, 33631, 33632, 33633, 33637, 336381, 336382, 336383, 336384, 336385, 336386, 336387, 336388, 336389, 336401, 336402, 336403, 336404, 336405, 336406, 336407, 336408, 336409, 33642, 33643, 336441, 336442, 336443, 33645, 33647, 33648, 336490, 336491, 336492, 336493, 336494, 3364951, 3364952, 3364953, 3364954, 3364955, 3364956, 3364957, 3364958, 3364959, 336496, 336497, 336498, 3364992, 3364993, 3367, 3368, 33700000, 3375061, 3375062, 3375063, 3375064, 3375065, 3375066, 3375067, 3375068, 3375069, 337700, 337701, 337702, 337840, 337841, 337842, 337843, 337844, 337845, 33785, 33786, 33787, 33788, 33789, 336, 337, 336002, 3360052, 336007, 33601, 336022, 336023, 336026, 336027, 336028, 336029, 33603, 336040, 336041, 336044, 336045, 336046, 336047, 336048, 336049, 336064, 33609, 3361, 3362, 33634, 33635, 3363801, 3363802, 3363803, 3363804, 3363805, 3364005, 3364006, 3364007, 3364008, 3364009, 336410, 336411, 336412, 336413, 336414, 336415, 3364163, 3364164, 3364166, 3364167, 3364168, 3364169, 336418, 336419, 336440, 336447, 336448, 336449, 33646, 3364995, 3364998, 3364999, 3365666, 3365667, 3365668, 3365669, 336567, 336568, 336698, 33700001, 33700004, 337500, 337501, 337502, 337503, 337504, 337505, 3375060, 3375070, 3375071, 3375073, 3375074, 3375075, 337508, 337509, 337516, 337520, 337526, 3375431, 3375433, 3375434, 3375435, 3375436, 3375437, 3375438, 3375439, 3375550, 3375551, 3375552, 3375553, 3375554, 3375560, 3375561, 3375562, 3375563, 3375564, 337574, 3375777, 3375778, 3375787, 337579, 337703, 337704, 337713, 337714, 3377150, 3377151, 3377152, 3377153, 3377154, 337750, 337751, 337752, 337753, 337754, 33776, 33777, 33778, 33779, 337800, 337801, 337802, 337803, 337804, 337805, 337806, 337846, 337847, 337848;13,2
Франция, Premium;3363800, 3364000, 3364001, 3364002, 3364003, 3364004, 3375076, 3375077, 338;22,2222
Французская Гвиана;594;22
Французская Гвиана, мобильные;594694;22
Французская Полинезия;689;31,9
Хорватия;385;8,25
Хорватия, мобильные;385901, 38595, 38589098, 38597, 38598, 38599, 38589091, 38591, 38592;26,9346
Центрально-Африканская Республика;236, 23672;33,52965
ЦАР, мобильные;23670, 23675, 23677;38,5077
Чад;235;31,9
Чад, мобильные;2356, 2359, 2357;33,94545
Черногория;382;11,9196
Черногория, мобильные;38260, 38268, 38263, 38269, 38266, 38267;31,68165
Чехия;420;8,25
Чехия, мобильные;420608, 420704, 42077, 420967, 420601, 420602, 420606, 420607, 420702, 420703, 420705, 42072, 4207920, 4207921, 4207922, 4207923, 4207924, 4207925, 420961, 420962, 420966, 42079, 420603, 420604, 420605, 42070300, 42070373, 42070570, 42073, 42093, 420963, 420964, 420965, 420840, 420841, 420842, 420847, 420848, 420849;13,2
Чехия, Premium;420910;36,11685
Чили;56, 562, 5644;22
Чили, мобильные;569;22
Чили, Альтернативные сети;562196, 562197, 562198, 5622572, 5622593, 5622788, 5622868, 5622917, 5622929, 5622930, 5622993, 5622997, 562572, 562593, 562788, 562868, 5628905, 5628906, 5628907, 5628908, 5628909, 5632196, 5632197, 5632198, 5633196, 5633197, 5633198, 5634196, 5634197, 5634198, 5635196, 5635197, 5635198, 5641196, 5641197, 5641198, 5642196, 5642197, 5642198, 56422376, 56422377, 5642297, 564237, 564297, 5643196, 5643197, 5643198, 5643237, 5643297, 564337, 564397, 5645196, 5645197, 5645198, 5645235, 56452920, 56452921, 56452922, 56452923, 56452924, 564535, 5645920, 5645921, 5645922, 5645923, 5645924, 5651196, 5651197, 5651198, 5652196, 5652197, 5652198, 5653196, 5653197, 5653198, 5655196, 5655197, 5655198, 5657196, 5657197, 5657198, 5658196, 5658197, 5658198, 5661196, 5661197, 5661198, 5663196, 5663197, 5663198, 56632376, 56632377, 56632378, 56632379, 5663297, 566337, 566397, 5664196, 5664197, 5664198, 5664297, 566497, 5665196, 5665197, 5665198, 5665233, 56652970, 56652971, 56652972, 566533, 5665970, 5665971, 5665972, 5667196, 5667197, 5667198, 566736, 566741, 566742, 566743, 566752, 5671196, 5671197, 5671198, 5671237, 5671297, 567137, 567197, 5672196, 5672197, 5672198, 5673196, 5673197, 5673198, 5673237, 5673279, 5673297, 567337, 567379, 567397, 5675196, 5675197, 5675198, 5675297, 567597, 5611, 5615;53,0607
Чили, о-в Пасхи;56322100, 5632255;44,82555
Швейцария;41;8,25
Швейцария, мобильные;4178, 4186078, 4176, 4186076, 41754, 41774, 41775, 4179, 41860774, 41860775, 4186079, 41772, 41860772;29,09445
Швейцария, Альтернативные сети;417698, 417699, 41860769, 4179977, 4179978, 4179979, 41860799, 417730, 417731, 4177357, 41860773, 4174;30,15705
Швейцария, Others;4175, 4177, 417840, 417841, 41860, 418607840;30,4458
Швеция;46, 4674;13,2
Швеция, мобильные;46252, 46254, 46700, 467015, 467016, 46704, 467200, 467201, 467202, 467203, 467204, 4672149, 467225, 467226, 467227, 467228, 467229, 467283, 467284, 467285, 467286, 467287, 467290, 467291, 467292, 467293, 467294, 4673171, 467321, 467322, 4673460, 4673461, 467355, 467356, 467357, 467358, 467359, 46736, 467387, 467389, 467605, 467606, 467607, 467608, 467609, 46762, 467640, 467641, 467642, 467647, 46765, 467665, 4676667, 467668, 4676695, 4676696, 4676697, 4676698, 4676699, 467670, 467671, 467672, 467690, 467691, 467692, 467693, 467694, 467901, 467902, 467903, 467904, 467905, 46675, 467230, 467231, 467232, 467233, 467350, 467351, 467352, 467353, 467354, 467600, 467601, 467602, 467603, 467604, 467616, 467617, 467618, 467619, 46763, 467930, 467931, 467932, 467933, 467934, 467999, 46676, 4670, 4671, 4672, 4673, 4676, 4679, 46674, 467011, 467014, 46701970, 46701971, 46701972, 46701973, 46701974, 46701975, 46701976, 46701990, 46701991, 46701992, 46701993, 46701994, 46701995, 46708, 46709, 4671900, 4672059, 467215, 467216, 467217, 467218, 467219, 467235, 467236, 467237, 467238, 467239, 46724000, 467288, 467296, 467297, 467298, 467299, 467310, 4673125, 4673128, 467314, 467315, 467320, 467323, 467324, 467325, 467326, 467328, 46733, 46734, 467385, 467386, 467388, 467615, 467635, 467636, 467637, 467660, 467661, 467662, 467663, 467664, 4676668, 4676727, 467685, 467686, 467687, 467688, 467689, 46376, 46518, 46519, 46673, 467010, 467012, 467013, 467017, 467018, 4670190, 4670191, 4670193, 4670198, 46702, 46703, 46706, 46720502, 46720503, 46720504, 46720505, 46720506, 46720509, 4672055, 4672056, 46720582, 46720583, 46720584, 46720585, 46720586, 467206, 467207, 46720801, 46720802, 46720808, 46720902, 46720908, 467210, 467211, 467212, 467213, 467220, 467221, 467222, 467223, 467224, 4672402, 46725, 467270, 467271, 467272, 467273, 467274, 467280, 46730, 467311, 46731211, 46731212, 467316, 4673173, 4673174, 4673175, 467318, 467319, 467327, 467329, 4673456, 467380, 467381, 467382, 467383, 467384, 467610, 467611, 467612, 467613, 467614, 467667, 467673, 467676, 467677, 467678, 467679, 467680, 467681, 467682, 467683, 467684;22,0605
Шри-Ланка;94;13,2
Шри-Ланка, мобильные;947;13,2
Эквадор;593;22
Эквадор, мобильные;5939;22
Экваториальная Гвинея;240;31,9
Эритрея;291, 2917;31,9
Эстония;372;7,7
Эстония, Special Services;37240, 37256039, 37258456, 37258620, 37259122, 37281800, 37282010, 37282200, 37282500, 37282501, 37282542, 3729008;27,489
